Time,Tension in Muscle,Diameter of Seg 3
0,0.0,0.32
1,0.16762452035538786,0.3200050493040598
2,0.17087701684207227,0.31999518742456706
3,0.17401351572847876,0.3199847774519384
4,0.17717756430157214,0.3199750287476106
5,0.18041292103756512,0.3199662271356028
6,0.18371918632614637,0.31995832681891423
7,0.1870794935908621,0.31995119843449027
8,0.19047375948477918,0.31994472470578517
9,0.19388440314261574,0.3199388228968428
10,0.19729823001101865,0.3199334374021251
11,0.2007064795869114,0.319928526130853
12,0.20410407230631866,0.3199240458608541
13,0.207488709710121,0.31991994657537953
14,0.21085997826007552,0.319916168284293
15,0.21421861294002914,0.31991264170663297
16,0.2175660791965426,0.31990928956441717
17,0.22090130671598177,0.3199060245523507
18,0.2242242240865796,0.3199027560561376
19,0.22753819989372845,0.31989939039422244
20,0.23084940589847847,0.31989587803081204
21,0.23415876030086744,0.3198921521063123
22,0.23746553362456446,0.3198881736568006
23,0.2407688752140642,0.31988392759758016
24,0.24406808667885813,0.31987940843703516
25,0.24736295122940977,0.3198746226773767
26,0.25065338679080146,0.319869589300743
27,0.25394021387096327,0.31986433138619863
28,0.2572239034900951,0.3198588724901612
29,0.2605053179647535,0.3198532382898312
30,0.2637868494575826,0.3198474738090597
31,0.26708400807896826,0.3198415944908352
32,0.27040310907295256,0.3198356313744989
33,0.2737248467738604,0.3198296295268084
34,0.2770460925423484,0.3198236235111015
35,0.28036845504361857,0.31981763564446164
36,0.28369277334525583,0.3198116834177333
37,0.2870194378437618,0.31980578271036714
38,0.2903483521700086,0.31979994227290826
39,0.2936793163949611,0.3197941693229791
40,0.2970119265393122,0.3197884674902374
41,0.300345694332555,0.3197828363180697
42,0.3036802329168012,0.3197772748538322
43,0.3070150850906836,0.31977177899442155
44,0.3103497240799496,0.31976634459493924
45,0.3136839689977905,0.3197609656165353
46,0.3170174186962457,0.3197556342653211
47,0.32034986388793246,0.31975034343186115
48,0.3236810584468982,0.31974508501551235
49,0.3270108202970959,0.31973985070926364
50,0.3303390211969881,0.3197346322034981
51,0.33366557988977935,0.31972942135900434
52,0.3369904567463344,0.3197242103508073
53,0.3403136490632021,0.3197189917851808
54,0.3436351865888228,0.31971375879141656
55,0.3469551270807872,0.31970850508987164
56,0.35027355182662406,0.31970322503804727
57,0.3535905611339154,0.31969791397238273
58,0.35690624767054946,0.31969256680367647
59,0.36022073713383757,0.31968718032412113
60,0.3635342195706669,0.3196817515995948
61,0.36684680562286026,0.319676277515566
62,0.37015845566141986,0.3196707572043161
63,0.3734695633163519,0.319665189136866
64,0.37678021520733185,0.31965957263654804
65,0.3800905120983945,0.31965390737885896
66,0.3834005083888111,0.3196481933889645
67,0.3867102492108694,0.3196424310044453
68,0.39001977460621917,0.31963662082593736
69,0.3933291185514473,0.31963076366395893
70,0.39663830687834034,0.319624860486566
71,0.3999473547029948,0.3196189123695861
72,0.4032562551996732,0.31961292045067213
73,0.4065649929379162,0.3196068858892437
74,0.4098735538555156,0.31960080983270095
75,0.41318191161035844,0.3195946933867124
76,0.4164900261714452,0.3195885375903285
77,0.4197978449109476,0.3195823433953804
78,0.4231053046814218,0.31957611164962135
79,0.42641233430773234,0.31956984308333924
80,0.42971885717391123,0.3195635382992806
81,0.4330247937163622,0.31955719776580405
82,0.43633006372491967,0.3195508218132069
83,0.4396345884400225,0.319544410633156
84,0.44293829240239213,0.31953796428112063
85,0.44624110505072684,0.3195314826816245
86,0.4495429621067383,0.3195249656361201
87,0.4528438067279823,0.31951841283319055
88,0.45614359044677,0.3195118238607663
89,0.4594422739073479,0.3195051982199969
90,0.4627398274111967,0.3194985353404021
91,0.46603613107680153,0.31949183369898276
92,0.46933120014521096,0.31948509389240093
93,0.472625246435062,0.3194783148918031
94,0.475918201698264,0.3194714960773075
95,0.479210049383699,0.3194646367778942
96,0.4825008033493565,0.3194577363259374
97,0.4857904964966539,0.31945079408709726
98,0.48907917477890167,0.3194438094799695
99,0.4923668939227963,0.3194367819902033
100,0.49565371746992587,0.31942971118134944
101,0.4989397154733709,0.3194225967035017
102,0.5022249634986434,0.31941543830021335
103,0.5055095417595713,0.3194082358139084
104,0.5087935343184029,0.31940098918989607
105,0.512077028321067,0.31939369847906585
106,0.5153601132598855,0.31938636383933416
107,0.5186428802657032,0.31937898553592303
108,0.5219254214347163,0.3193715639405679
109,0.52520782919632,0.3193640995297552
110,0.5284901957272701,0.3193565928821039
111,0.5317726124164407,0.31934904467500613
112,0.5350551693826855,0.31934145568064226
113,0.5383379550469944,0.3193338267614834
114,0.541621055758588,0.31932615886538823
115,0.5449045554734866,0.31931845302039613
116,0.5481885354828451,0.31931071032930475
117,0.5514730741875178,0.3193029319641154
118,0.5547582469146757,0.3192951191604159
119,0.5580441257716754,0.31928727321176137
120,0.5613307795321472,0.31927939546410106
121,0.5646182735488741,0.3192714873102912
122,0.5679066696589616,0.3192635501847216
123,0.5711960261629465,0.31925558555807754
124,0.5744863978343999,0.3192475949322545
125,0.5777778358425338,0.31923958025845856
126,0.5810703353956016,0.31923154204939713
127,0.5843640472451954,0.3192234825170638
128,0.5876589772508857,0.31921540324388936
129,0.5909551466710635,0.31920730581257495
130,0.5942525820175845,0.3191991918076385
131,0.5975513101094782,0.31919106281372195
132,0.6008513556477457,0.31918292041221996
133,0.6041526386384409,0.31917476611879164
134,0.6074553569931217,0.319166601575306
135,0.6107594778589449,0.3191584283233393
136,0.614064989357929,0.31915024788515983
137,0.6173718870062361,0.3191420617605872
138,0.6206801673286394,0.319133871423685
139,0.6239898247110546,0.3191256783185621
140,0.6273008498655083,0.3191174838550282
141,0.6306132290893496,0.31910928940436206
142,0.6339269439107388,0.3191010962952538
143,0.6372419709195475,0.31909290580991634
144,0.6405582816869622,0.3190847191803446
145,0.6438758427289857,0.3190765375847017
146,0.6471946154945878,0.319068362143822
147,0.6505145563715344,0.3190601939178274
148,0.6538356167084676,0.3190520339028609
149,0.6571577428544199,0.3190438830279447
150,0.6604808762175752,0.31903574215197666
151,0.6638049533451105,0.31902761206087804
152,0.6671299060258112,0.31901949346490827
153,0.6704556614164126,0.31901138699616394
154,0.6737821421923088,0.3190032932062776
155,0.6771092667227051,0.3189952125643337
156,0.6804369492697199,0.3189871454550148
157,0.6837651002106221,0.3189790921769947
158,0.6870936262818937,0.31897105294158945
159,0.6904224308436274,0.3189630278716774
160,0.69375141416228,0.3189550170008977
161,0.6970804737097521,0.31894702027313293
162,0.7004095044764803,0.31893903754228337
163,0.7037383992962087,0.31893106857233133
164,0.7070670491799088,0.31892311303769955
165,0.7103953436563499,0.3189151705238996
166,0.7137231711168532,0.31890724052846686
167,0.7170504191616311,0.3188993224621765
168,0.7203769749454653,0.3188914156505314
169,0.7237027255201819,0.31888351933551395
170,0.7270275581719559,0.31887563267758756
171,0.7303513607510614,0.3188677547579385
172,0.7336740219923712,0.31885988458094083
173,0.7369954318246378,0.3188520210768307
174,0.7403154816670177,0.31884416310457314
175,0.7436340647113268,0.3188363094549045
176,0.7469510761887731,0.3188284588535319
177,0.750266413620023,0.31882060996447303
178,0.7535799770476954,0.31881274294350576
179,0.7568782288720293,0.31880482820996786
180,0.7601652752067872,0.31879687812919044
181,0.7634575299647144,0.31878889970454577
182,0.7667560303701021,0.31878090298991657
183,0.7700604632959536,0.31877289859121305
184,0.7733698562142403,0.3187648959809437
185,0.7766828328231559,0.3187568649250067
186,0.7793569377442542,0.3187488100410391
187,0.7827599994448576,0.318740706202463
188,0.7861522849536828,0.31873254312035093
189,0.7895263606025426,0.3187243198785704
190,0.7928802120442127,0.3187160413883623
191,0.7962148119645107,0.31870767471132516
192,0.7987672681262643,0.31869926907293844
193,0.8026541185527287,0.3186907858536422
194,0.8063363192505708,0.3186823300943956
195,0.8096244699368876,0.31867380383594895
196,0.8126069442219364,0.3186653196857355
197,0.8155008913150715,0.31865688833017103
198,0.8186608851637047,0.318648500160601
199,0.8218741594383417,0.31864014056978246
200,0.8251246190361093,0.31863179654795976
201,0.8284003950729366,0.3186234559774837
202,0.8316926383109894,0.31861510815210353
203,0.8349947187195002,0.31860674382091836
204,0.838301661856818,0.31859835503674283
205,0.8416097393132319,0.31858993495139565
206,0.8449161676172753,0.3185814776248589
207,0.84821888646258,0.3185729778737238
208,0.8515163953001806,0.31856443116236827
209,0.8548076323456598,0.31855584470612464
210,0.8580986364399908,0.3185472004353988
211,0.8613772349219785,0.3185384991650105
212,0.8646462179263419,0.31852973704074244
213,0.8679068843957283,0.31852091167842345
214,0.8711598957440274,0.3185120215167876
215,0.8744056659578955,0.3185030654995453
216,0.8776445306244937,0.31849404291089084
217,0.8808768121249965,0.3184849532804299
218,0.8841028374934731,0.3184757963184191
