Time,Tension in Muscle,Diameter of Seg 3
1246,7.909410583027853,0.2788131041284553
1247,7.915331344126116,0.2787698896004621
1248,7.921251839855698,0.27872665431575644
1249,7.927172669035214,0.2786834009748294
1250,7.9330972254079875,0.2786401242912627
1251,7.9390222216009,0.27859682727619894
1252,7.944948306161678,0.2785535103407273
1253,7.950874732115024,0.2785101734681693
1254,7.9568012215215385,0.2784668165802083
1255,7.96242727415516,0.27842348650413007
1256,7.968302587109143,0.27838012226317743
1257,7.974356492452567,0.278336763096803
1258,7.980476716750483,0.2782933870872113
1259,7.98663692573656,0.27824999329945765
1260,7.992812477006125,0.2782065816291342
1261,7.998981833876749,0.2781631521993786
1262,8.0051276319354,0.2781197049559496
1263,8.011237079875457,0.27807623944405674
1264,8.01729048476589,0.27803275399166366
1265,8.023304657494405,0.27798924817622317
1266,8.029271050340446,0.2779457202200048
1267,8.03518910360677,0.2779021681240729
1268,8.041061814605845,0.2778585898186139
1269,8.046893998071804,0.2778149833002593
1270,8.05269143077066,0.27777134674791404
1271,8.058460330698137,0.27772767861258413
1272,8.064206997066073,0.27768397767979885
1273,8.069937549990609,0.27764024310553087
1274,8.075657743248067,0.2775964744281451
1275,8.08137283473196,0.277552671559931
1276,8.08708750356819,0.2775088347622907
1277,8.092805804992091,0.2774649646087665
1278,8.098531155490901,0.2774210619399037
1279,8.104266341776592,0.27737712781354956
1280,8.11001354802343,0.27733316345367287
1281,8.115774396564523,0.27728917020021826
1282,8.12154999791189,0.2772451494619321
1283,8.127341006573872,0.2772011026735592
1284,8.133147679722223,0.2771570312583184
1285,8.13896993628594,0.2771129365961564
1286,8.14480741453838,0.27706881999792426
1287,8.150659526704159,0.27702468268536357
1288,8.156525509514251,0.27698052577657584
1289,8.162404469991618,0.2769363502765115
1290,8.16829542606839,0.27689215707192416
1291,8.173579915963312,0.2768480442934241
1292,8.17947079101708,0.2768038779503249
1293,8.185709757130013,0.2767597665487767
1294,8.192041575767364,0.2767155583598141
1295,8.188672810835206,0.2766714865517218
1296,8.198738968376487,0.27662731912856897
1297,8.206552102839005,0.276582880049195
1298,8.213604616553555,0.2765382336105972
1299,8.220246298758708,0.2764934392955042
1300,8.226550326815133,0.2764485475538328
1301,8.232552868791501,0.2764036013902229
1302,8.23830984880015,0.2763586267974205
1303,8.243887215349302,0.2763136506448548
