0.0033,0.219822094,0.023
0.0113,0.265844405,0.033
0.025900001,0.341082335,0.043000001
0.046599998,0.340395361,0.052999999
0.072700001,0.409334183,0.063000001
0.103999999,0.500158012,0.072999999
0.140499993,0.492444128,0.082999997
0.181900003,0.554740548,0.093000002
0.228499994,0.507262826,0.103
0.279900007,0.536732137,0.112999998
0.336500001,0.657338798,0.123000003
0.397700001,0.600531399,0.133000001
0.463500008,0.651822865,0.143000007
0.534999999,0.65508163,0.152999997
0.611399999,0.578776836,0.163000003
0.692699978,0.704968631,0.172999993
0.778999995,0.681576133,0.182999998
0.869999989,0.792675734,0.193000004
0.966000021,0.771004021,0.202999994
1.066899975,0.846039951,0.213
1.170099946,0.807720661,0.223000005
1.273800037,0.788309693,0.232999995
1.376100001,0.814133108,0.243000001
1.47639995,0.82532537,0.252999991
1.575700007,0.872663558,0.263000011
1.674399944,0.892220318,0.273000002
1.773399999,0.921656549,0.282999992
1.872999943,0.865344584,0.293000013
1.973300008,0.86991024,0.303000003
2.073199954,1.017402887,0.312999994
2.173499903,1.014614105,0.323000014
2.273400081,1.019361019,0.333000004
2.37370003,1.088908195,0.342999995
2.474399982,1.165758967,0.352999985
2.574299928,1.134105563,0.363000005
2.674299991,1.215244055,0.372999996
2.773799933,1.292788982,0.382999986
2.873700112,1.301701307,0.393000007
2.973699942,1.308758855,0.402999997
3.073900007,1.323417902,0.412999988
3.174100071,1.379766107,0.423000008
3.274200018,1.350007892,0.432999998
3.374200081,1.445634604,0.442999989
3.474199912,1.371070743,0.453000009
3.574199975,1.410984635,0.463
3.673800034,1.440381765,0.47299999
3.77369998,1.489143729,0.48300001
3.873700043,1.594236135,0.493000001
3.973899875,1.492508173,0.503000021
4.073999822,1.603617191,0.513000011
4.174099769,1.712811947,0.523000002
4.274100065,1.679257512,0.532999992
4.374200013,1.777477026,0.542999983
4.474000074,1.812992096,0.552999973
4.573599901,1.839366913,0.563000023
4.673600197,1.810908794,0.573000014
4.773799796,1.923699617,0.583000004
4.874399863,2.106396437,0.592999995
4.974700045,2.054382801,0.602999985
5.074500106,2.058905363,0.612999976
5.174300168,2.133933306,0.623000026
5.273899995,2.134910107,0.633000016
5.373700056,2.02150178,0.643000007
5.473500118,2.209977388,0.652999997
5.573700182,2.186457157,0.662999988
5.673999898,2.144020796,0.672999978
5.774199963,2.209940672,0.683000028
5.874400027,2.306894541,0.693000019
5.974200089,2.307091713,0.703000009
6.074199919,2.251601219,0.713
6.17399998,2.490593195,0.72299999
6.273900159,2.379282713,0.73299998
6.374199875,2.477196932,0.742999971
6.47420017,2.565412521,0.753000021
6.574200001,2.53969121,0.763000011
6.674199831,2.570712328,0.773000002
6.774200127,2.59555769,0.782999992
6.873900071,2.633159161,0.792999983
6.973700132,2.721842766,0.802999973
7.073599845,2.737188101,0.813000023
7.174099796,2.803883314,0.823000014
7.274500094,2.767910957,0.833000004
7.374499924,2.714755297,0.842999995
7.474199869,2.719385386,0.852999985
7.573800161,2.722936869,0.862999976
7.673600223,2.82758832,0.873000026
7.77370017,2.806847095,0.883000016
7.873999886,2.852508783,0.893000007
7.974199951,2.798513651,0.902999997
8.074100129,2.816787481,0.912999988
8.174099959,2.831402779,0.922999978
8.274200372,2.850462675,0.933000028
8.37409962,2.855825901,0.943000019
8.473999798,2.787517309,0.953000009
8.574100211,2.779592037,0.963
8.673800156,2.854673147,0.97299999
8.773899637,2.797220469,0.98299998
8.87400005,2.788837194,0.992999971
8.974100463,2.79539156,1.003000021
9.074199945,2.847146749,1.013000011
9.174400009,2.89994359,1.023000002
9.274099953,2.925262928,1.032999992
9.373799898,2.868875742,1.042999983
9.473600425,2.856395721,1.052999973
9.573900141,2.955602884,1.062999964
9.674499743,2.84458828,1.072999954
9.774600156,2.864778042,1.082999945
9.874599986,2.796738625,1.093000054
9.97429993,2.84499383,1.103000045
10.07390022,2.922832966,1.113000035
10.1738004,2.937794447,1.123000026
10.27380023,3.001492262,1.133000016
10.37389971,2.886182547,1.143000007
10.47389954,3.085488796,1.152999997
10.57409961,3.034878492,1.162999988
10.67429967,2.930474281,1.172999978
10.77419985,3.043425798,1.182999969
10.87400038,3.114929676,1.192999959
10.97389963,3.003000259,1.202999949
11.0737998,2.946683168,1.213000059
11.17410045,3.022969246,1.22300005
11.27429958,3.009772301,1.23300004
11.3744,2.817729712,1.243000031
11.47430018,2.628897667,1.253000021
11.57430001,2.443235636,1.263000011
11.67399995,2.42165947,1.273000002
11.77369989,2.478820562,1.282999992
11.87369972,2.569741726,1.292999983
11.97410002,2.601993322,1.302999973
12.07450032,2.530308008,1.312999964
12.1745998,2.456507683,1.322999954
12.27429975,2.368761778,1.332999945
12.37399969,2.325581789,1.343000054
12.47389987,2.266283035,1.353000045
12.57380005,2.225016832,1.363000035
12.67390046,2.155472517,1.373000026
12.7740996,2.148488522,1.383000016
12.87410036,2.143835306,1.393000007
12.97410019,2.139291763,1.402999997
13.07410002,2.070838928,1.412999988
13.1740002,2.098052263,1.422999978
13.27409968,2.029897451,1.432999969
13.3739002,2.16587615,1.442999959
13.47390004,2.224728823,1.452999949
13.57400045,2.215121031,1.463000059
13.67419958,2.166637659,1.47300005
13.77429999,2.207606077,1.48300004
13.87429982,2.303769112,1.493000031
13.97440024,2.370862007,1.503000021
14.0739996,2.514234304,1.513000011
14.17359989,2.566187382,1.523000002
14.27350007,2.619158745,1.532999992
14.37390037,2.439457893,1.542999983
14.47449997,2.321815729,1.552999973
14.57470004,2.327951431,1.562999964
14.67460021,2.286672592,1.572999954
14.77419958,2.295936108,1.582999945
14.87379987,2.284903288,1.593000054
14.9737997,2.22689867,1.603000045
15.07390011,2.262692213,1.613000035
15.17410018,2.297077656,1.623000026
15.27419966,2.232983828,1.633000016
15.37379995,2.221333742,1.643000007
15.47409967,2.205483437,1.652999997
15.57410043,2.19825387,1.662999988
15.67409933,2.309278011,1.672999978
15.77409916,2.299095392,1.682999969
15.87400027,2.278033257,1.692999959
15.9741994,2.342369556,1.702999949
16.07429981,2.376663923,1.713000059
16.17429964,2.351192236,1.72300005
16.27440006,2.358130693,1.73300004
16.37459919,2.30958271,1.743000031
16.47420041,2.361236811,1.753000021
16.57390036,2.337162256,1.763000011
16.6737996,2.212262392,1.773000002
16.77409932,2.272379875,1.782999992
16.8746002,2.431611776,1.792999983
16.97460003,2.328042746,1.802999973
17.07449928,2.292872429,1.812999964
17.17419922,2.334654808,1.822999954
17.27380045,2.328278303,1.832999945
17.37369969,2.310308933,1.843000054
17.47380011,2.310203314,1.853000045
17.57390052,2.306151867,1.863000035
17.67409965,2.336492777,1.873000026
17.77409948,2.376350164,1.883000016
17.8741999,2.406693459,1.893000007
17.97409914,2.521510601,1.902999997
18.07389967,2.524123192,1.912999988
18.17380078,2.5224576,1.922999978
18.27380061,2.52516818,1.932999969
18.37410033,2.635804653,1.942999959
18.47440004,2.779764891,1.952999949
18.57459918,2.874569178,1.963000059
18.6743997,2.951178312,1.97300005
18.7746007,2.921751976,1.98300004
18.87420006,3.061611891,1.993000031
18.97379942,3.128501654,2.003000021
19.07359995,3.090202093,2.013000011
19.17400025,3.103724241,2.023000002
19.27440055,3.147309542,2.032999992
19.3744991,3.206981182,2.042999983
19.47440021,3.339812756,2.052999973
19.57399957,3.304646969,2.062999964
19.67390068,3.36126709,2.072999954
19.77379993,3.448395967,2.082999945
19.87400092,3.218890429,2.092999935
19.97400075,3.249330044,2.102999926
20.07400058,3.381908655,2.112999916
20.17419972,3.457492113,2.122999907
20.27419955,3.426546097,2.132999897
20.37380077,3.458311081,2.142999887
20.4738006,3.481298447,2.153000116
20.57399973,3.444480658,2.163000107
20.67410015,3.464190006,2.173000097
20.77429928,3.413323641,2.183000088
20.87439969,3.450127602,2.193000078
20.9745001,3.514171124,2.203000069
21.07449993,3.531713724,2.213000059
21.17460035,3.498984575,2.22300005
21.27409913,3.400955677,2.23300004
21.37359977,3.505211353,2.243000031
21.4735996,3.439755201,2.253000021
21.57389931,3.455548048,2.263000011
21.67450078,3.540038347,2.273000002
21.77469991,3.473219156,2.282999992
21.87459916,3.526854992,2.292999983
21.9742991,3.529085398,2.302999973
22.07390033,3.716374397,2.312999964
22.17390016,3.660536051,2.322999954
22.27370068,3.77316165,2.332999945
22.37389982,3.791156292,2.342999935
22.47410081,3.691077232,2.352999926
22.57419936,3.789232969,2.362999916
22.67440036,3.824970484,2.372999907
22.77429961,3.852622747,2.382999897
22.87429944,3.947910786,2.392999887
22.97409996,3.879979134,2.403000116
23.07399921,3.849885225,2.413000107
23.17409962,3.929317713,2.423000097
23.27420004,3.899770498,2.433000088
23.37419987,4.027305603,2.443000078
23.47409911,3.992711067,2.453000069
23.57440069,3.851780415,2.463000059
23.67400005,4.025617123,2.47300005
23.77380058,4.055441856,2.48300004
23.87369983,4.046271324,2.493000031
23.97410013,4.104100704,2.503000021
24.07450043,4.114956379,2.513000011
24.17450026,4.253105164,2.523000002
24.27430078,4.156289577,2.532999992
24.37400073,4.218056679,2.542999983
24.47389998,4.215925217,2.552999973
24.57389981,4.22028923,2.562999964
24.6741008,4.166332245,2.572999954
24.77419935,4.191764832,2.582999945
24.87440035,4.157720089,2.592999935
24.97440018,4.224102497,2.602999926
25.07440001,4.241135597,2.612999916
25.17439984,4.128299713,2.622999907
25.27409978,4.32058239,2.632999897
25.37369914,4.240055084,2.642999887
25.47360025,4.189402103,2.653000116
25.57379939,4.233036995,2.663000107
25.67419969,4.192525387,2.673000097
25.77440068,4.197299004,2.683000088
25.87459981,4.243739128,2.693000078
25.97480081,4.151141167,2.703000069
26.07429959,4.207539082,2.713000059
26.17390081,4.192264557,2.72300005
26.27380006,4.233832359,2.73300004
26.37409978,4.175449848,2.743000031
26.47460066,4.195363045,2.753000021
26.57460049,4.110945702,2.763000011
26.67449974,4.1066432,2.773000002
26.7740991,4.224101543,2.782999992
26.87389962,4.219733715,2.792999983
26.97389945,4.277572155,2.802999973
27.07410045,4.237805367,2.812999964
27.17429958,4.283872128,2.822999954
27.27410011,4.241194248,2.832999945
27.37409994,4.375064373,2.842999935
27.47399919,4.341679096,2.852999926
27.5739003,4.313581944,2.862999916
27.67390013,4.3612957,2.872999907
27.77400054,4.383215904,2.882999897
27.87409909,4.387293816,2.892999887
27.97430009,4.428543091,2.903000116
28.07429992,4.440266132,2.913000107
28.17429975,4.450722218,2.923000097
28.27429958,4.485247612,2.933000088
28.37450057,4.462420464,2.943000078
28.47429924,4.510768414,2.953000069
28.57409976,4.539031506,2.963000059
